part_number,build_id,volume_mm3,x_position_mm,y_position_mm,z_position_mm,geometry,relative_density
0,B00639,661557.0,203.44,-200.73,56.46,bracket,97.51
1,B00639,1731051.0,,41.42,18.76,bracket,97.71
2,B00639,1526621.0,-230.76,176.3,110.67,lattice,
3,B00639,1748103.0,-178.96,-102.12,140.1,bracket,97.19
4,B00639,5598818.0,-23.12,-134.55,308.5,bracket,96.78
5,B00639,7269609.0,-87.73,100.66,155.67,lattice,97.1
0,B00640,782829.0,-151.96,,243.53,tensile_bar,99.18
1,B00640,,27.31,,,lattice,98.87
2,B00640,1242252.0,-204.5,-69.47,182.72,bracket,99.12
3,B00640,5013883.0,-234.77,8.35,17.03,bracket,98.88
0,B00641,2297548.0,13.21,33.76,173.89,bracket,97.46
1,B00641,8482905.0,-171.51,-83.85,191.09,cube,97.47
2,B00641,4003448.0,-29.4,29.67,127.72,tensile_bar,97.5
3,B00641,3056313.0,123.37,-90.75,72.63,cube,
0,B00642,2074400.0,111.2,-92.23,334.81,bracket,98.27
1,B00642,1891491.0,-109.07,-12.75,147.64,tensile_bar,91.42
2,B00642,1664115.0,-100.33,56.35,245.38,cube,98.28
3,B00642,5918170.0,-168.3,-93.95,297.16,lattice,97.74
4,B00642,489981.0,142.79,175.18,262.22,bracket,
5,B00642,4419775.0,197.96,3.79,86.55,tensile_bar,98.5
0,B00643,4508819.0,-224.69,-26.63,64.4,lattice,97.53
1,B00643,1408952.0,76.48,-31.35,3.57,lattice,98.64
2,B00643,1224133.0,-229.38,132.66,159.13,bracket,97.36
3,B00643,3925241.0,-164.36,0.11,18.45,tensile_bar,98.27
4,B00643,2945906.0,-209.57,202.35,4.09,cube,97.75
0,B00644,317736.0,12.71,244.84,304.02,lattice,96.36
1,B00644,2803660.0,-56.31,211.26,13.7,cube,96.9
2,B00644,3885891.0,89.18,-168.01,328.54,lattice,95.87
3,B00644,3032599.0,102.65,-157.83,190.86,lattice,97.46
4,B00644,7266090.0,-115.31,214.89,27.04,lattice,
0,B00645,4558177.0,-165.15,118.51,300.53,lattice,
1,B00645,4910710.0,,28.88,,cube,99.08
2,B00645,7916034.0,9.57,102.43,87.8,tensile_bar,98.78
3,B00645,2214278.0,-222.4,-214.29,247.1,cube,98.35
0,B00646,5000397.0,-187.77,246.89,250.47,bracket,
1,B00646,2695128.0,183.11,,229.48,lattice,97.59
2,B00646,4557110.0,-145.5,105.77,108.57,lattice,97.8
3,B00646,4178059.0,-109.17,-89.78,45.72,bracket,98.27
0,B00647,2735751.0,226.81,38.59,44.03,lattice,
1,B00647,4951018.0,-79.95,-28.15,339.49,tensile_bar,98.27
2,B00647,3502708.0,43.48,-115.39,134.38,bracket,92.27
3,B00647,4106896.0,-10.17,58.55,240.74,lattice,97.37
4,B00647,1712141.0,-66.06,-108.32,35.95,bracket,
5,B00647,3165875.0,192.34,26.3,259.83,cube,97.72
0,B00648,722550.0,-12.1,-144.97,209.95,tensile_bar,98.97
1,B00648,3198092.0,-213.61,198.94,307.03,lattice,98.32
2,B00648,,46.9,,110.41,lattice,98.05
3,B00648,478490.0,-234.48,-19.31,,tensile_bar,
4,B00648,6608208.0,113.9,-109.0,42.64,tensile_bar,98.56
0,B00649,5423437.0,39.98,,325.81,tensile_bar,98.43
1,B00649,2620691.0,-10.02,-211.24,349.1,cube,99.3
2,B00649,2946128.0,-80.18,119.58,,lattice,98.56
3,B00649,2653355.0,-24.37,-67.52,294.28,cube,99.99
4,B00649,7774058.0,112.19,-30.93,,tensile_bar,99.0
0,B00650,5522896.0,-2.26,-214.8,178.22,bracket,98.66
1,B00650,2152517.0,-227.93,45.63,112.01,tensile_bar,97.44
2,B00650,,193.0,114.3,126.0,cube,98.71
3,B00650,1204745.0,-131.91,75.04,297.08,lattice,
4,B00650,4648817.0,,61.9,,lattice,
0,B00651,1734555.0,216.07,-121.09,173.74,bracket,97.31
1,B00651,963273.0,-124.91,-52.85,23.4,bracket,
2,B00651,,-199.2,-68.31,237.31,cube,96.83
3,B00651,4207141.0,161.99,-126.72,173.33,tensile_bar,96.82
4,B00651,2293280.0,134.9,112.44,,lattice,97.65
5,B00651,5866327.0,-225.57,197.54,,lattice,98.23
0,B00652,4838991.0,-155.63,-45.6,100.82,bracket,97.68
1,B00652,3299417.0,10.46,37.02,124.42,lattice,97.86
2,B00652,3465930.0,169.38,-206.54,19.62,bracket,97.74
3,B00652,5022598.0,-228.0,230.57,41.0,bracket,98.2
0,B00653,4475608.0,,-56.51,94.37,tensile_bar,98.01
1,B00653,6339845.0,,-96.8,,bracket,97.69
2,B00653,,130.48,-172.62,216.32,bracket,98.49
3,B00653,7181385.0,11.03,-199.37,,tensile_bar,98.37
0,B00654,1447297.0,33.65,228.57,149.0,tensile_bar,97.28
1,B00654,2801227.0,-146.15,-171.0,253.67,tensile_bar,97.62
2,B00654,,-212.67,,,lattice,97.24
3,B00654,3667546.0,-137.96,,78.55,tensile_bar,97.84
0,B00655,4899795.0,8.4,60.43,214.37,tensile_bar,97.51
1,B00655,7461909.0,-129.44,-99.56,181.28,cube,97.17
2,B00655,1410019.0,112.81,89.97,349.14,cube,97.24
3,B00655,1419832.0,-56.22,-122.64,202.18,bracket,96.72
0,B00656,2564168.0,45.3,39.3,303.73,cube,97.91
1,B00656,4154523.0,-146.81,-77.66,197.28,lattice,98.32
2,B00656,4775529.0,-37.27,44.15,119.03,tensile_bar,97.38
3,B00656,9843832.0,-9.65,-55.91,319.52,lattice,97.9
0,B00657,3042494.0,68.85,-237.27,266.25,cube,98.58
1,B00657,6725145.0,190.13,-12.86,196.97,lattice,
2,B00657,4254137.0,82.62,-10.57,190.28,tensile_bar,99.29
3,B00657,7349637.0,-136.84,-137.05,127.72,tensile_bar,99.2
0,B00658,2941709.0,128.09,23.71,134.98,cube,98.47
1,B00658,6756237.0,134.39,-168.83,36.66,lattice,98.27
2,B00658,2999821.0,-19.53,-39.91,82.34,tensile_bar,98.59
3,B00658,7942799.0,89.06,39.65,334.83,tensile_bar,
0,B00659,5156440.0,,-155.95,207.86,lattice,96.94
1,B00659,3151973.0,4.17,92.39,,bracket,91.36
2,B00659,7558030.0,143.02,-166.75,224.63,bracket,98.0
3,B00659,3087061.0,-81.85,33.97,91.98,cube,
0,B00660,3985913.0,61.65,-212.56,,bracket,99.18
1,B00660,3450675.0,-111.11,143.18,0.59,cube,98.84
2,B00660,3557901.0,178.42,138.23,,lattice,99.04
3,B00660,8201363.0,191.97,212.02,287.51,tensile_bar,
0,B00661,2294460.0,,-223.38,0.17,lattice,98.52
1,B00661,5124634.0,40.47,173.6,323.82,cube,97.86
2,B00661,2246936.0,11.04,-152.63,140.71,lattice,98.26
3,B00661,2445519.0,-51.47,-22.54,214.28,cube,98.67
0,B00662,,138.73,-98.35,215.97,bracket,97.41
1,B00662,2630290.0,11.04,96.97,113.68,lattice,98.37
2,B00662,5870635.0,-204.06,-200.55,172.19,lattice,
3,B00662,3557314.0,60.5,206.37,333.44,bracket,92.47
0,B00663,1397888.0,-67.74,-214.26,60.42,tensile_bar,96.1
1,B00663,3862813.0,177.12,-142.92,298.51,cube,96.23
2,B00663,7491932.0,161.14,-226.24,210.38,lattice,96.2
3,B00663,,-143.47,4.69,332.73,lattice,96.7
0,B00664,4984429.0,107.59,148.92,211.5,lattice,99.13
1,B00664,3581954.0,44.96,-220.55,230.92,tensile_bar,98.64
2,B00664,4684672.0,-56.17,-193.0,336.42,bracket,99.93
3,B00664,4205216.0,110.89,13.93,,tensile_bar,99.3
0,B00665,3938409.0,-166.7,184.82,188.97,lattice,
1,B00665,9093153.0,-166.41,198.35,54.4,cube,99.18
2,B00665,4030360.0,-82.58,76.78,64.14,tensile_bar,98.84
3,B00665,2357140.0,3.94,130.85,272.38,bracket,98.97
0,B00666,2398603.0,-146.79,-168.51,,lattice,98.16
1,B00666,5400933.0,221.66,-24.99,220.36,bracket,98.18
2,B00666,715282.0,-23.57,222.73,249.8,lattice,98.31
3,B00666,6716181.0,-26.11,20.26,163.42,tensile_bar,98.83
0,B00667,556266.0,-155.79,,294.8,bracket,98.37
1,B00667,2909691.0,-62.14,247.37,325.17,cube,98.55
2,B00667,6399064.0,-93.53,18.14,30.96,tensile_bar,98.45
3,B00667,5397605.0,109.36,-120.39,49.87,cube,97.52
0,B00668,7803978.0,-89.6,177.61,278.22,bracket,98.95
1,B00668,3406387.0,-129.29,22.43,315.31,cube,99.3
2,B00668,4625477.0,-203.58,124.39,79.69,cube,99.48
3,B00668,2568075.0,122.1,-210.47,292.1,cube,99.15
0,B00669,4501386.0,181.5,197.75,210.96,cube,
1,B00669,730694.0,-84.9,-176.84,173.97,bracket,98.66
2,B00669,2250357.0,66.8,-223.54,115.57,bracket,98.82
3,B00669,4898504.0,-1.06,-33.84,277.46,cube,99.0
4,B00669,1044958.0,-190.4,-232.47,235.75,lattice,98.52
5,B00669,8320793.0,-115.36,-92.26,,bracket,98.2
0,B00670,3527200.0,149.83,-68.06,12.74,lattice,97.93
1,B00670,4472646.0,-237.42,-59.8,322.46,bracket,97.13
2,B00670,4276736.0,-167.52,157.21,,lattice,98.03
3,B00670,,19.26,198.08,307.64,lattice,91.29
0,B00671,5249559.0,-206.29,30.35,252.36,lattice,97.5
1,B00671,5136036.0,158.18,94.11,216.56,tensile_bar,
2,B00671,2265434.0,101.0,-120.18,40.02,lattice,97.61
3,B00671,5556752.0,66.63,-3.67,244.18,lattice,97.98
0,B00672,2023651.0,-216.24,149.34,159.6,bracket,98.61
1,B00672,1605762.0,-218.22,64.27,150.02,lattice,99.36
2,B00672,6056400.0,-74.04,207.74,251.59,tensile_bar,98.88
3,B00672,4011974.0,-28.23,144.35,143.09,bracket,98.28
4,B00672,2351682.0,17.98,190.94,146.79,tensile_bar,98.32
0,B00673,6235167.0,121.82,-113.1,40.58,bracket,92.33
1,B00673,878062.0,60.23,97.12,13.07,cube,97.89
2,B00673,2648375.0,-3.69,-150.75,24.35,bracket,98.87
3,B00673,5866169.0,-0.68,19.28,140.6,tensile_bar,98.61
0,B00674,858162.0,,-143.39,301.64,bracket,96.83
1,B00674,1789793.0,-53.3,102.07,53.06,lattice,96.89
2,B00674,8420236.0,148.79,66.37,60.03,lattice,97.23
3,B00674,7499869.0,245.65,32.33,27.28,tensile_bar,97.06
4,B00674,2481739.0,,-202.35,79.73,bracket,96.83
0,B00675,1400143.0,47.16,158.96,145.88,tensile_bar,98.32
1,B00675,8144621.0,46.94,162.17,222.44,tensile_bar,99.52
2,B00675,566635.0,31.34,186.3,273.93,lattice,99.3
3,B00675,,,230.88,77.32,cube,98.59
0,B00676,1426061.0,,88.92,187.17,cube,97.16
1,B00676,1314558.0,-135.42,-2.34,328.62,cube,96.11
2,B00676,4220910.0,125.23,94.99,,lattice,
3,B00676,4292577.0,169.81,-176.83,32.02,tensile_bar,96.89
4,B00676,6619498.0,-91.71,33.79,241.88,lattice,96.86
0,B00677,6067517.0,-86.5,-74.16,107.08,cube,98.49
1,B00677,4860759.0,113.83,36.98,137.77,cube,98.3
2,B00677,7138666.0,-75.52,-108.37,161.34,lattice,98.58
3,B00677,2991069.0,-90.74,72.28,220.14,lattice,92.28
0,B00678,3644969.0,97.06,-31.26,313.41,tensile_bar,98.52
1,B00678,6760311.0,-239.65,-142.33,,bracket,98.37
2,B00678,3185149.0,22.07,52.31,,bracket,97.73
3,B00678,4245476.0,-247.81,209.93,156.98,bracket,97.21
4,B00678,2292426.0,10.6,-138.46,23.39,cube,97.53
0,B00679,9371329.0,167.8,195.22,334.08,lattice,
1,B00679,4576022.0,71.35,149.28,125.18,bracket,97.87
2,B00679,482881.0,-95.7,210.0,64.62,bracket,98.32
3,B00679,2613546.0,,-96.05,40.97,cube,
4,B00679,2082570.0,56.54,131.58,90.38,bracket,98.13
0,B00680,1494537.0,-204.22,-151.08,282.41,cube,97.29
1,B00680,6680532.0,203.81,198.52,146.11,lattice,
2,B00680,3762876.0,-107.58,130.93,192.2,tensile_bar,98.29
3,B00680,3181928.0,-199.24,-177.47,300.56,tensile_bar,97.13
0,B00681,2728221.0,221.93,108.64,140.25,cube,98.33
1,B00681,1516880.0,-87.25,-201.75,79.25,cube,98.19
2,B00681,5753553.0,-163.62,202.7,128.33,lattice,98.65
3,B00681,949567.0,-159.03,226.41,179.11,cube,
4,B00681,9303290.0,232.01,190.38,249.74,lattice,98.48
0,B00682,2895800.0,183.2,-63.71,249.93,lattice,97.25
1,B00682,6466783.0,-14.11,178.35,,bracket,97.57
2,B00682,2903291.0,-177.99,-111.24,202.18,bracket,97.19
3,B00682,4577343.0,206.12,200.31,174.93,bracket,97.5
0,B00683,5959869.0,48.98,65.5,169.51,cube,97.07
1,B00683,3482013.0,122.91,182.2,,lattice,93.08
2,B00683,4440509.0,-62.77,-111.84,153.56,tensile_bar,96.3
3,B00683,306550.0,-156.19,27.74,291.15,cube,96.4
0,B00684,2373747.0,-225.2,,97.13,lattice,98.08
1,B00684,4141471.0,118.07,-48.34,202.84,lattice,98.38
2,B00684,9982747.0,209.49,136.78,165.35,bracket,98.94
3,B00684,3921670.0,27.96,195.31,135.27,cube,97.25
0,B00685,2951721.0,109.0,53.29,114.9,bracket,99.22
1,B00685,8304320.0,197.52,160.49,84.11,cube,98.85
2,B00685,4756751.0,23.0,-248.39,225.2,cube,
3,B00685,581058.0,-233.67,137.63,78.3,cube,98.49
4,B00685,4283864.0,-195.91,,195.17,tensile_bar,
0,B00686,3466494.0,85.28,-173.5,189.27,lattice,96.46
1,B00686,5576053.0,-116.31,-37.07,161.1,tensile_bar,96.82
2,B00686,5843812.0,110.34,-141.37,208.12,tensile_bar,96.53
3,B00686,2442249.0,-135.06,-190.04,,cube,97.25
0,B00687,,87.68,134.26,336.05,lattice,97.66
1,B00687,2766141.0,,,,cube,96.94
2,B00687,7022748.0,164.2,135.35,77.66,bracket,97.96
3,B00687,2236411.0,,-96.66,302.63,lattice,98.1
0,B00688,7468236.0,128.85,-110.66,272.94,bracket,98.68
1,B00688,8014023.0,239.32,236.92,248.97,lattice,98.64
2,B00688,437373.0,47.15,71.4,278.94,tensile_bar,99.12
3,B00688,2468584.0,,144.6,71.12,bracket,99.43
0,B00689,7060818.0,104.33,-117.32,242.48,tensile_bar,95.27
1,B00689,842039.0,-182.97,-68.78,21.15,cube,
2,B00689,1839177.0,178.22,-153.93,,lattice,96.08
3,B00689,2469697.0,-54.67,179.43,193.04,lattice,96.12
4,B00689,1481210.0,-186.21,-73.44,32.6,cube,94.97
5,B00689,5003919.0,-118.17,-113.69,37.66,cube,95.25
0,B00690,4133698.0,231.97,-61.25,67.04,bracket,97.05
1,B00690,2009274.0,-180.03,81.51,316.87,bracket,97.13
2,B00690,4402376.0,172.46,225.87,115.51,cube,97.38
3,B00690,9553966.0,-67.68,207.83,150.16,bracket,
0,B00691,4584768.0,-176.75,118.39,2.93,bracket,98.35
1,B00691,2488204.0,55.75,-115.29,285.61,bracket,99.37
2,B00691,476873.0,-133.93,30.82,,tensile_bar,99.39
3,B00691,3996440.0,-120.16,42.72,215.56,lattice,
0,B00692,3349232.0,-36.18,-173.9,146.87,lattice,
1,B00692,324412.0,236.06,6.72,276.75,tensile_bar,97.59
2,B00692,2668041.0,17.99,146.85,19.29,tensile_bar,98.01
3,B00692,2178801.0,52.56,-99.42,246.86,lattice,97.8
0,B00693,2884470.0,,183.96,156.01,cube,98.03
1,B00693,4492200.0,25.92,-238.67,,lattice,98.11
2,B00693,,210.05,-53.98,207.82,bracket,98.64
3,B00693,2601474.0,,209.16,289.22,cube,
4,B00693,4584213.0,197.69,48.89,39.26,tensile_bar,98.45
5,B00693,1339231.0,-53.27,-194.18,,bracket,97.93
0,B00694,,-38.31,,340.0,cube,98.7
1,B00694,2437020.0,-198.19,-239.91,145.52,bracket,97.54
2,B00694,5664381.0,-26.76,182.7,44.83,lattice,99.03
3,B00694,11087841.0,88.66,-73.54,289.93,bracket,98.47
0,B00695,1389220.0,226.09,-134.12,86.27,cube,96.75
1,B00695,2020100.0,-178.18,81.74,255.14,cube,97.63
2,B00695,,-215.07,,61.63,tensile_bar,96.31
3,B00695,3330189.0,-176.79,-186.47,252.5,cube,97.39
0,B00696,1719425.0,51.48,201.97,342.51,lattice,98.26
1,B00696,4274982.0,-180.57,-112.12,270.95,bracket,98.67
2,B00696,6357774.0,42.96,207.08,70.97,tensile_bar,97.9
3,B00696,2380253.0,-39.51,152.86,252.12,bracket,98.15
0,B00697,6838359.0,-20.55,189.22,334.65,lattice,98.15
1,B00697,,-63.55,-135.71,79.02,tensile_bar,98.65
2,B00697,1016769.0,-155.06,15.98,293.82,tensile_bar,97.65
3,B00697,4341893.0,-242.19,-113.44,184.16,bracket,97.91
4,B00697,1480314.0,-225.82,-212.42,,tensile_bar,98.01
5,B00697,445379.0,101.75,-214.98,299.75,bracket,
0,B00698,5719770.0,-159.22,-137.29,147.21,tensile_bar,
1,B00698,,-210.96,-147.58,243.59,cube,96.05
2,B00698,2650120.0,169.28,-6.1,141.64,tensile_bar,96.36
3,B00698,3498310.0,82.16,,200.75,bracket,95.91
0,B00699,4868139.0,152.92,-67.73,,tensile_bar,96.66
1,B00699,5547373.0,200.89,-211.93,143.49,bracket,97.3
2,B00699,5140494.0,-169.12,107.71,318.44,bracket,97.61
3,B00699,2675870.0,205.0,-224.17,231.39,bracket,97.57
0,B00700,1248036.0,74.68,-28.35,61.54,tensile_bar,98.67
1,B00700,,-228.09,8.58,,bracket,97.93
2,B00700,4870913.0,-246.54,151.13,,lattice,98.6
3,B00700,6649488.0,-241.55,-141.89,135.08,cube,98.34
0,B00701,8048096.0,-106.77,171.33,281.0,bracket,97.46
1,B00701,1587535.0,-18.07,-235.63,17.06,cube,98.07
2,B00701,1032595.0,198.2,36.68,332.75,bracket,97.92
3,B00701,6492574.0,-182.61,-197.63,,lattice,97.5
0,B00702,2035726.0,13.77,245.67,46.58,lattice,97.11
1,B00702,408226.0,22.45,,11.18,lattice,97.27
2,B00702,6816789.0,193.85,146.32,291.87,cube,97.38
3,B00702,6721818.0,-217.74,185.6,52.76,cube,97.23
4,B00702,1455333.0,72.68,-6.55,328.86,lattice,
0,B00703,6484885.0,219.98,32.36,7.19,lattice,
1,B00703,1595909.0,6.35,-116.12,,bracket,98.89
2,B00703,,47.18,-245.0,78.68,cube,98.77
3,B00703,5711692.0,-41.09,115.35,58.01,lattice,99.33
4,B00703,2582489.0,113.49,-248.25,142.8,lattice,99.83
0,B00704,3118268.0,220.32,-87.41,295.7,cube,95.94
1,B00704,5631724.0,-29.62,180.88,315.3,lattice,96.49
2,B00704,2942046.0,99.46,183.81,16.32,bracket,97.53
3,B00704,6058950.0,158.42,53.32,342.64,cube,
0,B00705,5050028.0,-244.15,-31.4,274.53,bracket,97.71
1,B00705,4989078.0,-158.65,235.69,,tensile_bar,
2,B00705,2689348.0,83.38,56.69,204.45,bracket,
3,B00705,2231958.0,231.35,-181.03,191.72,lattice,97.17
0,B00706,1975147.0,-228.27,-110.95,276.3,lattice,97.44
1,B00706,10789573.0,131.99,-32.33,161.4,cube,97.82
2,B00706,2935453.0,167.22,244.19,98.65,bracket,97.11
3,B00706,1933059.0,-38.67,68.95,127.51,lattice,97.4
4,B00706,3934733.0,-33.22,-236.34,1.32,bracket,97.94
0,B00707,5363756.0,-100.67,-193.68,180.3,tensile_bar,96.63
1,B00707,5681963.0,-86.77,164.26,266.74,tensile_bar,96.02
2,B00707,2628721.0,38.92,-149.09,343.33,bracket,96.01
3,B00707,8197849.0,-20.35,164.84,201.22,cube,97.03
0,B00708,7997255.0,167.91,-7.69,111.12,bracket,96.4
1,B00708,6924617.0,211.37,-144.55,190.02,tensile_bar,97.78
2,B00708,4223656.0,-158.19,-26.22,214.94,tensile_bar,97.49
3,B00708,393940.0,-148.73,-201.84,119.65,lattice,
0,B00709,1940767.0,-129.04,,330.06,cube,99.09
1,B00709,,124.48,-210.3,99.25,bracket,99.47
2,B00709,2473988.0,-214.23,-50.78,46.49,tensile_bar,99.22
3,B00709,8698823.0,-93.02,,202.75,lattice,98.87
0,B00710,2528495.0,-236.72,196.57,95.94,lattice,97.35
1,B00710,3686132.0,-153.74,-205.35,,cube,96.94
2,B00710,9057538.0,-138.23,-130.45,348.39,bracket,96.79
3,B00710,2395101.0,-249.41,138.4,97.29,tensile_bar,97.06
4,B00710,3024139.0,-110.33,-122.44,202.9,bracket,97.22
0,B00711,8982534.0,-242.79,228.22,208.55,cube,98.64
1,B00711,752393.0,133.15,142.68,140.8,tensile_bar,98.28
2,B00711,7422254.0,117.67,154.49,236.27,cube,97.88
3,B00711,2822266.0,55.05,-34.08,176.56,lattice,98.06
0,B00712,2825765.0,168.92,94.46,67.99,bracket,98.53
1,B00712,11905365.0,103.83,-166.83,319.8,bracket,98.51
2,B00712,2285512.0,-238.66,17.09,128.81,cube,98.73
3,B00712,1647295.0,-208.72,-237.31,,bracket,98.91
0,B00713,7613552.0,64.31,-149.69,247.75,tensile_bar,97.47
1,B00713,2529268.0,-21.23,-25.28,46.17,lattice,97.39
2,B00713,,,-192.77,195.81,bracket,96.95
3,B00713,,-18.23,61.54,260.5,bracket,97.64
4,B00713,4424923.0,-169.57,86.03,57.16,bracket,97.94
0,B00714,9159527.0,-93.0,-185.72,282.57,lattice,97.85
1,B00714,4111004.0,-124.22,136.87,,bracket,99.62
2,B00714,333599.0,112.05,-67.82,135.87,bracket,
3,B00714,533676.0,-90.49,-62.2,311.32,lattice,98.22
0,B00715,6629554.0,-13.34,191.29,337.45,cube,97.43
1,B00715,7148039.0,55.7,-207.42,,tensile_bar,96.59
2,B00715,1163069.0,-151.76,28.12,343.57,bracket,96.76
3,B00715,4780272.0,199.14,-145.02,124.93,bracket,96.93
0,B00716,6993801.0,-200.8,-203.35,33.08,lattice,96.6
1,B00716,4704768.0,123.69,-195.54,161.0,tensile_bar,96.46
2,B00716,1509530.0,-12.62,-145.54,175.15,lattice,96.07
3,B00716,8201580.0,80.56,-243.01,195.58,lattice,92.7
0,B00717,1012719.0,172.29,-157.8,286.11,bracket,99.14
1,B00717,,-241.8,187.21,328.5,lattice,99.16
2,B00717,,-242.76,,174.13,bracket,98.76
3,B00717,12096048.0,-171.53,226.06,247.04,tensile_bar,99.37
0,B00718,1391209.0,-12.81,53.03,80.18,bracket,98.78
1,B00718,3281959.0,60.9,,159.24,bracket,98.73
2,B00718,6972351.0,-172.22,87.7,310.21,tensile_bar,98.44
3,B00718,1681319.0,180.47,67.73,97.01,tensile_bar,92.59
4,B00718,,146.54,-211.46,83.39,cube,98.61
0,B00719,983463.0,52.5,-191.21,188.97,cube,97.2
1,B00719,2036899.0,117.83,229.43,69.8,tensile_bar,97.04
2,B00719,6774183.0,33.36,35.88,69.98,cube,97.17
3,B00719,4543824.0,-108.55,-198.07,213.68,bracket,96.47
4,B00719,3768980.0,-97.45,92.54,58.64,lattice,96.98
5,B00719,1310626.0,164.36,-133.67,63.47,bracket,97.73
0,B00720,1519937.0,-204.44,-2.39,130.0,lattice,
1,B00720,2702226.0,191.61,97.91,267.35,bracket,97.72
2,B00720,2576049.0,108.81,79.57,296.09,lattice,97.79
3,B00720,3539123.0,9.97,-36.52,5.33,tensile_bar,98.36
4,B00720,1059683.0,39.45,141.19,,bracket,
5,B00720,3432667.0,-217.19,-245.89,86.26,bracket,97.94
0,B00721,5920245.0,-4.19,-131.03,186.32,lattice,99.6
1,B00721,3789177.0,-14.13,-75.48,116.65,cube,99.1
2,B00721,4446928.0,-117.81,198.03,245.08,bracket,98.69
3,B00721,3948728.0,29.89,-18.25,144.37,bracket,98.99
0,B00722,,-199.81,185.32,229.16,cube,97.62
1,B00722,2624354.0,-64.25,55.24,16.31,tensile_bar,97.16
2,B00722,9472944.0,-180.63,-123.62,145.58,cube,96.83
3,B00722,5838076.0,-230.0,64.47,18.05,bracket,97.04
0,B00723,5412939.0,-238.15,119.27,,tensile_bar,98.37
1,B00723,1514305.0,,-201.68,220.3,tensile_bar,98.5
2,B00723,1399743.0,-144.11,-242.53,181.72,lattice,92.07
3,B00723,3704290.0,85.16,49.5,79.04,lattice,99.63
4,B00723,3781127.0,121.13,-173.11,,lattice,
0,B00724,5914537.0,158.89,-167.56,139.29,cube,97.75
1,B00724,4530531.0,-184.58,205.01,308.54,cube,98.54
2,B00724,3567851.0,192.34,-18.43,345.24,bracket,98.26
3,B00724,6544366.0,21.33,187.69,163.46,bracket,98.88
0,B00725,7189509.0,-88.81,13.47,195.77,lattice,95.46
1,B00725,2200382.0,139.44,-174.63,135.31,bracket,95.92
2,B00725,5866567.0,-138.71,-38.36,118.5,cube,96.27
3,B00725,4281997.0,127.39,-30.3,64.99,lattice,95.74
0,B00726,8732587.0,156.78,-2.79,31.65,tensile_bar,97.97
1,B00726,1965536.0,17.96,-76.69,186.97,lattice,97.83
2,B00726,1405907.0,209.53,131.13,52.26,bracket,
3,B00726,5179746.0,-16.72,-79.17,138.34,cube,97.54
4,B00726,1765463.0,-35.41,204.88,192.92,lattice,97.37
5,B00726,1825884.0,119.66,-101.07,281.11,tensile_bar,97.61
0,B00727,2772110.0,-75.52,44.82,279.23,lattice,97.27
1,B00727,7443199.0,40.37,-33.43,97.56,lattice,97.53
2,B00727,2550848.0,225.97,115.79,51.55,tensile_bar,96.79
3,B00727,972569.0,15.25,-135.19,222.75,bracket,97.22
0,B00728,3891214.0,20.4,,300.75,cube,
1,B00728,1712868.0,91.01,204.9,13.61,lattice,96.86
2,B00728,5850141.0,192.35,82.22,316.61,bracket,95.79
3,B00728,,192.1,-156.91,200.59,lattice,95.75
0,B00729,4867816.0,,-77.97,139.56,bracket,96.66
1,B00729,114102.0,162.75,-103.95,0.1,bracket,97.38
2,B00729,5466885.0,209.9,-229.38,252.92,lattice,97.31
3,B00729,5559860.0,-2.07,-126.7,130.93,tensile_bar,97.38
4,B00729,2800246.0,-141.01,-76.99,66.89,cube,97.52
0,B00730,1681068.0,169.41,52.34,242.33,tensile_bar,98.76
1,B00730,8102448.0,79.7,-214.76,,lattice,99.14
2,B00730,3657721.0,21.08,-196.63,206.97,bracket,98.58
3,B00730,5099448.0,-146.95,-0.36,324.16,cube,98.65
4,B00730,2739276.0,213.58,-148.82,50.24,bracket,98.88
0,B00731,10914384.0,,53.33,,lattice,94.82
1,B00731,4629177.0,-245.12,32.93,170.82,cube,
2,B00731,700188.0,-138.38,-79.58,128.77,bracket,96.09
3,B00731,545318.0,,-77.32,223.74,bracket,96.4
4,B00731,4669594.0,48.6,70.88,196.95,lattice,95.93
0,B00732,2460338.0,-243.83,187.52,199.11,bracket,97.24
1,B00732,4910451.0,104.29,201.9,180.71,cube,96.88
2,B00732,2075094.0,110.91,201.85,62.76,tensile_bar,91.18
3,B00732,3021809.0,47.38,-200.74,1.39,cube,96.71
4,B00732,8002785.0,-177.6,-139.53,36.74,lattice,92.83
0,B00733,2507572.0,-199.7,165.53,303.17,bracket,97.82
1,B00733,6021741.0,-206.0,-135.41,8.39,cube,97.72
2,B00733,4197810.0,191.58,77.56,224.9,bracket,98.02
3,B00733,7947249.0,-18.42,123.79,55.96,tensile_bar,97.53
0,B00734,3476329.0,-219.46,117.79,,lattice,94.13
1,B00734,1598635.0,89.16,-42.59,343.7,bracket,94.23
2,B00734,1691404.0,186.78,68.34,156.79,tensile_bar,93.68
3,B00734,6815712.0,129.1,-241.11,277.96,lattice,94.25
4,B00734,5261233.0,40.87,53.96,267.1,cube,93.89
5,B00734,155751.0,116.64,123.5,70.78,cube,94.73
0,B00735,3427258.0,,37.9,7.13,bracket,98.2
1,B00735,2477911.0,100.52,150.98,272.05,tensile_bar,98.43
2,B00735,3154733.0,-182.77,-163.75,263.97,lattice,98.33
3,B00735,1915145.0,228.68,,0.69,bracket,98.23
