machine_id,timestamp,oxygen_ppm,gas_flow_rate_l_min,build_plate_temperature_deg_c
M001,2025-11-16 00:55:24.051654,106.0,8.97,252.3
M000,2025-11-16 01:06:58.743423,175.0,6.93,302.1
M002,2025-11-16 01:07:51.140264,200.0,8.17,99.7
M001,2025-11-16 01:10:24.051654,111.0,8.77,251.5
M000,2025-11-16 01:21:58.743423,166.0,7.01,302.6
M002,2025-11-16 01:22:51.140264,176.0,8.29,101.0
M001,2025-11-16 01:25:24.051654,98.0,8.65,248.0
M000,2025-11-16 01:36:58.743423,161.0,7.06,299.5
M002,2025-11-16 01:37:51.140264,,8.26,98.6
M001,2025-11-16 01:40:24.051654,114.0,8.09,251.9
M000,2025-11-16 01:51:58.743423,170.0,7.34,299.7
M002,2025-11-16 01:52:51.140264,187.0,,99.2
M001,2025-11-16 01:55:24.051654,109.0,8.39,247.4
M000,2025-11-16 02:06:58.743423,172.0,6.88,301.0
M002,2025-11-16 02:07:51.140264,186.0,8.4,98.9
M001,2025-11-16 02:10:24.051654,102.0,8.42,252.9
M000,2025-11-16 02:21:58.743423,161.0,7.07,301.2
M002,2025-11-16 02:22:51.140264,177.0,,99.0
M001,2025-11-16 02:25:24.051654,117.0,8.5,247.0
M000,2025-11-16 02:36:58.743423,170.0,7.23,301.0
M002,2025-11-16 02:37:51.140264,192.0,8.05,99.5
M001,2025-11-16 02:40:24.051654,111.0,8.7,250.8
M000,2025-11-16 02:51:58.743423,162.0,7.07,299.9
M002,2025-11-16 02:52:51.140264,190.0,8.37,101.7
M001,2025-11-16 02:55:24.051654,109.0,8.5,251.8
M000,2025-11-16 03:06:58.743423,163.0,7.23,302.1
M002,2025-11-16 03:07:51.140264,206.0,8.31,102.3
M001,2025-11-16 03:10:24.051654,110.0,8.4,250.1
M000,2025-11-16 03:21:58.743423,163.0,6.91,301.3
M002,2025-11-16 03:22:51.140264,185.0,8.38,99.9
M001,2025-11-16 03:25:24.051654,107.0,8.31,
M000,2025-11-16 03:36:58.743423,157.0,6.57,298.4
M002,2025-11-16 03:37:51.140264,189.0,8.52,99.7
M001,2025-11-16 03:40:24.051654,121.0,8.24,249.5
M000,2025-11-16 03:51:58.743423,165.0,7.15,300.1
M002,2025-11-16 03:52:51.140264,179.0,8.26,98.7
M001,2025-11-16 03:55:24.051654,115.0,8.29,250.3
M000,2025-11-16 04:06:58.743423,159.0,6.75,301.5
M002,2025-11-16 04:07:51.140264,193.0,8.17,99.6
M001,2025-11-16 04:10:24.051654,103.0,,249.3
M000,2025-11-16 04:21:58.743423,162.0,6.87,300.0
M002,2025-11-16 04:22:51.140264,195.0,7.77,96.6
M001,2025-11-16 04:25:24.051654,107.0,8.42,252.1
M000,2025-11-16 04:36:58.743423,166.0,6.96,298.8
M002,2025-11-16 04:37:51.140264,183.0,8.48,101.0
M001,2025-11-16 04:40:24.051654,104.0,8.47,251.1
M000,2025-11-16 04:51:58.743423,170.0,7.11,301.0
M002,2025-11-16 04:52:51.140264,187.0,8.24,101.2
M001,2025-11-16 04:55:24.051654,106.0,8.61,249.2
M000,2025-11-16 05:06:58.743423,157.0,7.43,300.0
M002,2025-11-16 05:07:51.140264,197.0,,103.4
M001,2025-11-16 05:10:24.051654,89.0,,249.3
M000,2025-11-16 05:21:58.743423,162.0,7.03,297.7
M002,2025-11-16 05:22:51.140264,193.0,,100.0
M001,2025-11-16 05:25:24.051654,108.0,8.45,247.4
M000,2025-11-16 05:36:58.743423,158.0,6.99,297.1
M002,2025-11-16 05:37:51.140264,198.0,8.24,100.5
M001,2025-11-16 05:40:24.051654,109.0,8.71,252.4
M000,2025-11-16 05:51:58.743423,169.0,6.91,299.3
M002,2025-11-16 05:52:51.140264,188.0,8.13,99.0
M001,2025-11-16 05:55:24.051654,108.0,8.22,251.2
M000,2025-11-16 06:06:58.743423,163.0,6.86,302.5
M002,2025-11-16 06:07:51.140264,185.0,8.13,100.3
M001,2025-11-16 06:10:24.051654,99.0,8.44,251.4
M000,2025-11-16 06:21:58.743423,169.0,7.19,299.5
M002,2025-11-16 06:22:51.140264,202.0,8.13,99.6
M001,2025-11-16 06:25:24.051654,106.0,8.29,249.7
M000,2025-11-16 06:36:58.743423,168.0,7.29,299.7
M002,2025-11-16 06:37:51.140264,196.0,8.29,97.6
M001,2025-11-16 06:40:24.051654,95.0,8.56,247.7
M000,2025-11-16 06:51:58.743423,166.0,,299.4
M002,2025-11-16 06:52:51.140264,182.0,8.29,100.3
M001,2025-11-16 06:55:24.051654,110.0,8.66,250.2
M000,2025-11-16 07:06:58.743423,159.0,,301.3
M002,2025-11-16 07:07:51.140264,193.0,8.19,98.8
M001,2025-11-16 07:10:24.051654,99.0,8.43,250.5
M000,2025-11-16 07:21:58.743423,168.0,7.32,299.3
M002,2025-11-16 07:22:51.140264,194.0,8.29,97.3
M001,2025-11-16 07:25:24.051654,110.0,,249.4
M000,2025-11-16 07:36:58.743423,171.0,6.99,301.1
M002,2025-11-16 07:37:51.140264,185.0,8.53,98.5
M001,2025-11-16 07:40:24.051654,111.0,8.3,250.7
M000,2025-11-16 07:51:58.743423,170.0,6.64,297.7
M002,2025-11-16 07:52:51.140264,192.0,8.33,100.9
M001,2025-11-16 07:55:24.051654,116.0,,249.4
M000,2025-11-16 08:06:58.743423,176.0,7.28,299.1
M002,2025-11-16 08:07:51.140264,200.0,8.39,100.3
M001,2025-11-16 08:10:24.051654,120.0,8.49,249.5
M000,2025-11-16 08:21:58.743423,171.0,,300.2
M002,2025-11-16 08:22:51.140264,194.0,8.04,99.2
M001,2025-11-16 08:25:24.051654,112.0,9.0,249.8
M000,2025-11-16 08:36:58.743423,167.0,6.57,300.4
M001,2025-11-16 08:40:24.051654,109.0,8.68,250.4
M000,2025-11-16 08:51:58.743423,164.0,6.81,303.0
M001,2025-11-16 08:55:24.051654,95.0,8.42,248.8
M000,2025-11-16 09:06:58.743423,158.0,6.73,302.2
M001,2025-11-16 09:10:24.051654,,8.62,250.4
M000,2025-11-16 09:21:58.743423,162.0,7.33,300.7
M001,2025-11-16 09:25:24.051654,107.0,8.83,250.2
M000,2025-11-16 09:36:58.743423,158.0,6.63,300.1
M001,2025-11-16 09:40:24.051654,86.0,8.78,251.4
M000,2025-11-16 09:51:58.743423,169.0,6.88,297.8
M001,2025-11-16 09:55:24.051654,97.0,8.64,250.8
M000,2025-11-16 10:06:58.743423,169.0,6.79,301.3
M001,2025-11-16 10:10:24.051654,113.0,8.54,251.9
M000,2025-11-16 10:21:58.743423,167.0,6.71,299.2
M001,2025-11-16 10:25:24.051654,98.0,8.45,250.3
M000,2025-11-16 10:36:58.743423,168.0,6.96,298.3
M001,2025-11-16 10:40:24.051654,120.0,,251.1
M000,2025-11-16 10:51:58.743423,161.0,6.88,302.4
M001,2025-11-16 10:55:24.051654,87.0,8.31,248.5
M000,2025-11-16 11:06:58.743423,175.0,6.91,299.4
M001,2025-11-16 11:10:24.051654,108.0,8.22,251.1
M000,2025-11-16 11:21:58.743423,170.0,7.24,302.5
M001,2025-11-16 11:25:24.051654,106.0,8.75,250.8
M000,2025-11-16 11:36:58.743423,166.0,6.82,300.6
M001,2025-11-16 11:40:24.051654,103.0,8.42,249.6
M000,2025-11-16 11:51:58.743423,163.0,7.04,298.5
M001,2025-11-16 11:55:24.051654,111.0,,
M000,2025-11-16 12:06:58.743423,170.0,7.03,299.0
M001,2025-11-16 12:10:24.051654,106.0,8.4,249.7
M000,2025-11-16 12:21:58.743423,156.0,7.13,299.9
M001,2025-11-16 12:25:24.051654,108.0,8.43,252.3
M000,2025-11-16 12:36:58.743423,156.0,7.11,301.4
M001,2025-11-16 12:40:24.051654,106.0,8.23,247.8
M000,2025-11-16 12:51:58.743423,172.0,7.18,299.6
M001,2025-11-16 12:55:24.051654,103.0,8.57,251.9
M000,2025-11-16 13:06:58.743423,164.0,7.14,
M000,2025-11-16 13:21:58.743423,171.0,7.09,
M000,2025-11-16 13:36:58.743423,165.0,6.88,299.5
M000,2025-11-16 13:51:58.743423,161.0,7.18,300.2
M000,2025-11-16 14:06:58.743423,166.0,6.73,300.2
M000,2025-11-16 14:21:58.743423,164.0,6.83,300.1
M000,2025-11-16 14:36:58.743423,169.0,7.25,299.6
M000,2025-11-16 14:51:58.743423,169.0,7.11,299.5
M000,2025-11-16 15:06:58.743423,157.0,7.16,300.0
M000,2025-11-16 15:21:58.743423,172.0,6.54,299.6
M000,2025-11-16 15:36:58.743423,173.0,6.9,301.4
M000,2025-11-16 15:51:58.743423,174.0,7.15,
M000,2025-11-16 16:06:58.743423,169.0,6.95,297.0
M000,2025-11-16 16:21:58.743423,175.0,6.87,299.3
M000,2025-11-16 16:36:58.743423,157.0,,303.2
M000,2025-11-16 16:51:58.743423,167.0,6.99,299.8
M000,2025-11-16 17:06:58.743423,171.0,6.91,300.4
M002,2025-11-16 17:45:30.837984,98.0,8.03,248.8
M002,2025-11-16 18:00:30.837984,98.0,8.14,249.8
M002,2025-11-16 18:15:30.837984,98.0,,249.2
M002,2025-11-16 18:30:30.837984,99.0,,251.1
M002,2025-11-16 18:45:30.837984,98.0,8.19,249.3
M002,2025-11-16 19:00:30.837984,85.0,,250.4
M002,2025-11-16 19:15:30.837984,100.0,7.69,246.0
M002,2025-11-16 19:30:30.837984,98.0,8.37,251.4
M002,2025-11-16 19:45:30.837984,105.0,8.28,251.2
M000,2025-11-16 19:53:28.437279,69.0,8.54,
M002,2025-11-16 20:00:30.837984,107.0,8.26,251.2
M000,2025-11-16 20:08:28.437279,61.0,8.41,111.9
M002,2025-11-16 20:15:30.837984,104.0,8.41,249.0
M000,2025-11-16 20:23:28.437279,68.0,8.73,108.3
M002,2025-11-16 20:30:30.837984,95.0,8.42,249.6
M000,2025-11-16 20:38:28.437279,66.0,9.01,108.7
M002,2025-11-16 20:45:30.837984,100.0,8.08,249.9
M001,2025-11-16 20:45:36.567728,155.0,7.41,401.0
M000,2025-11-16 20:53:28.437279,54.0,8.68,112.1
M002,2025-11-16 21:00:30.837984,91.0,8.13,251.4
M001,2025-11-16 21:00:36.567728,168.0,7.28,399.4
M000,2025-11-16 21:08:28.437279,69.0,8.91,109.3
M002,2025-11-16 21:15:30.837984,83.0,8.21,249.4
M001,2025-11-16 21:15:36.567728,170.0,7.23,401.3
M000,2025-11-16 21:23:28.437279,71.0,8.97,109.2
M002,2025-11-16 21:30:30.837984,102.0,,251.8
M001,2025-11-16 21:30:36.567728,160.0,7.15,400.3
M000,2025-11-16 21:38:28.437279,72.0,8.66,109.9
M002,2025-11-16 21:45:30.837984,86.0,8.14,249.8
M001,2025-11-16 21:45:36.567728,162.0,7.08,402.0
M000,2025-11-16 21:53:28.437279,69.0,8.65,111.5
M002,2025-11-16 22:00:30.837984,94.0,8.26,251.0
M001,2025-11-16 22:00:36.567728,158.0,7.06,401.0
M000,2025-11-16 22:08:28.437279,66.0,8.55,109.6
M002,2025-11-16 22:15:30.837984,102.0,,250.5
M001,2025-11-16 22:15:36.567728,171.0,7.11,400.3
M000,2025-11-16 22:23:28.437279,69.0,8.61,110.3
M002,2025-11-16 22:30:30.837984,98.0,7.65,249.1
M001,2025-11-16 22:30:36.567728,154.0,6.89,400.1
M000,2025-11-16 22:38:28.437279,65.0,9.24,110.1
M002,2025-11-16 22:45:30.837984,105.0,,248.9
M001,2025-11-16 22:45:36.567728,159.0,6.57,400.7
M000,2025-11-16 22:53:28.437279,64.0,8.83,108.4
M002,2025-11-16 23:00:30.837984,91.0,8.25,248.2
M001,2025-11-16 23:00:36.567728,148.0,7.09,400.8
M000,2025-11-16 23:08:28.437279,,8.63,108.1
M002,2025-11-16 23:15:30.837984,92.0,8.16,249.1
M001,2025-11-16 23:15:36.567728,146.0,6.83,399.8
M000,2025-11-16 23:23:28.437279,70.0,8.63,110.2
M002,2025-11-16 23:30:30.837984,103.0,7.87,249.1
M001,2025-11-16 23:30:36.567728,153.0,7.17,399.3
M000,2025-11-16 23:38:28.437279,62.0,9.15,110.1
M002,2025-11-16 23:45:30.837984,96.0,8.33,250.5
M001,2025-11-16 23:45:36.567728,163.0,7.07,398.9
M000,2025-11-16 23:53:28.437279,57.0,8.61,109.6
M002,2025-11-17 00:00:30.837984,103.0,,250.4
M001,2025-11-17 00:00:36.567728,152.0,6.86,398.6
M000,2025-11-17 00:08:28.437279,65.0,9.0,108.1
M002,2025-11-17 00:15:30.837984,,7.96,248.0
M001,2025-11-17 00:15:36.567728,153.0,7.22,
M000,2025-11-17 00:23:28.437279,77.0,8.69,108.7
M002,2025-11-17 00:30:30.837984,99.0,8.47,249.9
M001,2025-11-17 00:30:36.567728,165.0,7.49,400.8
M000,2025-11-17 00:38:28.437279,61.0,8.81,109.7
M002,2025-11-17 00:45:30.837984,94.0,8.13,248.5
M001,2025-11-17 00:45:36.567728,150.0,7.03,401.3
M000,2025-11-17 00:53:28.437279,56.0,8.74,109.0
M002,2025-11-17 01:00:30.837984,89.0,,249.5
M001,2025-11-17 01:00:36.567728,163.0,,400.8
M000,2025-11-17 01:08:28.437279,64.0,8.83,109.3
M002,2025-11-17 01:15:30.837984,96.0,8.4,252.1
M001,2025-11-17 01:15:36.567728,179.0,,400.2
M000,2025-11-17 01:23:28.437279,64.0,8.84,111.7
M002,2025-11-17 01:30:30.837984,98.0,7.93,248.8
M001,2025-11-17 01:30:36.567728,165.0,7.07,400.9
M000,2025-11-17 01:38:28.437279,75.0,8.46,111.3
M002,2025-11-17 01:45:30.837984,,7.95,250.6
M001,2025-11-17 01:45:36.567728,171.0,,402.9
M000,2025-11-17 01:53:28.437279,74.0,8.84,109.0
M002,2025-11-17 02:00:30.837984,96.0,8.09,250.7
M001,2025-11-17 02:00:36.567728,158.0,6.92,400.8
M000,2025-11-17 02:08:28.437279,73.0,8.86,110.6
M002,2025-11-17 02:15:30.837984,92.0,,248.6
M001,2025-11-17 02:15:36.567728,159.0,7.55,399.8
M000,2025-11-17 02:23:28.437279,59.0,9.06,110.8
M002,2025-11-17 02:30:30.837984,108.0,8.3,250.1
M001,2025-11-17 02:30:36.567728,175.0,7.29,401.5
M000,2025-11-17 02:38:28.437279,59.0,,110.6
M002,2025-11-17 02:45:30.837984,86.0,,249.8
M001,2025-11-17 02:45:36.567728,155.0,7.18,398.9
M000,2025-11-17 02:53:28.437279,,8.83,110.7
M002,2025-11-17 03:00:30.837984,107.0,,249.4
M001,2025-11-17 03:00:36.567728,145.0,7.64,399.3
M000,2025-11-17 03:08:28.437279,66.0,8.8,110.9
M002,2025-11-17 03:15:30.837984,89.0,,250.5
M001,2025-11-17 03:15:36.567728,,7.06,398.2
M000,2025-11-17 03:23:28.437279,70.0,8.75,108.1
M002,2025-11-17 03:30:30.837984,88.0,8.0,248.3
M001,2025-11-17 03:30:36.567728,151.0,7.15,401.6
M000,2025-11-17 03:38:28.437279,67.0,8.84,108.7
M002,2025-11-17 03:45:30.837984,98.0,8.59,251.8
M001,2025-11-17 03:45:36.567728,151.0,7.2,398.8
M000,2025-11-17 03:53:28.437279,57.0,8.74,109.8
M002,2025-11-17 04:00:30.837984,87.0,8.15,249.3
M001,2025-11-17 04:00:36.567728,154.0,7.06,397.0
M000,2025-11-17 04:08:28.437279,66.0,8.59,111.9
M002,2025-11-17 04:15:30.837984,95.0,8.08,250.8
M001,2025-11-17 04:15:36.567728,162.0,7.34,399.2
M000,2025-11-17 04:23:28.437279,67.0,,114.4
M002,2025-11-17 04:30:30.837984,100.0,8.13,253.4
M001,2025-11-17 04:30:36.567728,171.0,,
M000,2025-11-17 04:38:28.437279,74.0,8.57,109.1
M002,2025-11-17 04:45:30.837984,102.0,7.75,249.2
M001,2025-11-17 04:45:36.567728,,7.35,398.2
M000,2025-11-17 04:53:28.437279,65.0,8.99,109.3
M002,2025-11-17 05:00:30.837984,95.0,7.91,253.1
M001,2025-11-17 05:00:36.567728,153.0,7.28,400.6
M000,2025-11-17 05:08:28.437279,,8.84,110.8
M002,2025-11-17 05:15:30.837984,96.0,,251.0
M001,2025-11-17 05:15:36.567728,,7.03,398.3
M000,2025-11-17 05:23:28.437279,63.0,8.83,110.9
M002,2025-11-17 05:30:30.837984,108.0,7.82,249.9
M001,2025-11-17 05:30:36.567728,151.0,6.94,400.0
M000,2025-11-17 05:38:28.437279,59.0,8.67,109.8
M002,2025-11-17 05:45:30.837984,95.0,8.3,248.9
M001,2025-11-17 05:45:36.567728,156.0,7.39,398.3
M000,2025-11-17 05:53:28.437279,61.0,8.82,110.8
M002,2025-11-17 06:00:30.837984,107.0,,247.5
M001,2025-11-17 06:00:36.567728,162.0,6.92,396.0
M000,2025-11-17 06:08:28.437279,72.0,8.83,111.4
M002,2025-11-17 06:15:30.837984,110.0,7.99,248.3
M001,2025-11-17 06:15:36.567728,153.0,6.99,399.7
M000,2025-11-17 06:23:28.437279,61.0,,109.6
M002,2025-11-17 06:30:30.837984,87.0,8.28,247.1
M001,2025-11-17 06:30:36.567728,157.0,7.34,399.1
M000,2025-11-17 06:38:28.437279,69.0,8.78,110.2
M002,2025-11-17 06:45:30.837984,100.0,8.02,248.7
M001,2025-11-17 06:45:36.567728,166.0,7.26,401.6
M000,2025-11-17 06:53:28.437279,70.0,8.66,107.0
M002,2025-11-17 07:00:30.837984,100.0,8.31,251.2
M001,2025-11-17 07:00:36.567728,163.0,7.03,400.4
M000,2025-11-17 07:08:28.437279,60.0,8.66,107.7
M002,2025-11-17 07:15:30.837984,107.0,,250.0
M001,2025-11-17 07:15:36.567728,158.0,,400.7
M000,2025-11-17 07:23:28.437279,62.0,8.72,109.4
M002,2025-11-17 07:30:30.837984,103.0,8.54,251.0
M001,2025-11-17 07:30:36.567728,143.0,7.02,399.8
M000,2025-11-17 07:38:28.437279,63.0,8.48,108.7
M002,2025-11-17 07:45:30.837984,,8.31,249.9
M001,2025-11-17 07:45:36.567728,162.0,6.96,398.0
M000,2025-11-17 07:53:28.437279,66.0,8.31,109.9
M002,2025-11-17 08:00:30.837984,90.0,8.35,249.3
M001,2025-11-17 08:00:36.567728,169.0,,400.9
M000,2025-11-17 08:08:28.437279,67.0,8.74,109.1
M002,2025-11-17 08:15:30.837984,,8.05,247.5
M001,2025-11-17 08:15:36.567728,153.0,,397.7
M000,2025-11-17 08:23:28.437279,67.0,8.72,109.5
M002,2025-11-17 08:30:30.837984,99.0,8.26,249.3
M001,2025-11-17 08:30:36.567728,167.0,7.2,398.8
M000,2025-11-17 08:38:28.437279,48.0,8.69,110.6
M002,2025-11-17 08:45:30.837984,100.0,7.79,249.6
M001,2025-11-17 08:45:36.567728,148.0,,397.9
M000,2025-11-17 08:53:28.437279,63.0,8.47,109.8
M002,2025-11-17 09:00:30.837984,97.0,,
M001,2025-11-17 09:00:36.567728,153.0,,398.9
M000,2025-11-17 09:08:28.437279,68.0,8.55,109.3
M002,2025-11-17 09:15:30.837984,92.0,8.3,247.4
M001,2025-11-17 09:15:36.567728,170.0,,402.0
M000,2025-11-17 09:23:28.437279,71.0,8.55,107.0
M002,2025-11-17 09:30:30.837984,91.0,7.91,250.7
M001,2025-11-17 09:30:36.567728,144.0,7.06,397.9
M000,2025-11-17 09:38:28.437279,57.0,8.64,112.2
M002,2025-11-17 09:45:30.837984,119.0,8.35,249.4
M001,2025-11-17 09:45:36.567728,159.0,7.18,402.2
M000,2025-11-17 09:53:28.437279,61.0,9.01,111.2
M002,2025-11-17 10:00:30.837984,91.0,8.08,
M001,2025-11-17 10:00:36.567728,168.0,7.24,399.8
M000,2025-11-17 10:08:28.437279,60.0,8.86,111.1
M002,2025-11-17 10:15:30.837984,106.0,7.74,250.8
M001,2025-11-17 10:15:36.567728,163.0,6.75,399.2
M000,2025-11-17 10:23:28.437279,63.0,8.63,112.7
M002,2025-11-17 10:30:30.837984,96.0,7.94,247.7
M001,2025-11-17 10:30:36.567728,150.0,7.1,399.1
M000,2025-11-17 10:38:28.437279,65.0,8.89,109.9
M002,2025-11-17 10:45:30.837984,100.0,8.18,248.8
M001,2025-11-17 10:45:36.567728,179.0,7.21,399.0
M000,2025-11-17 10:53:28.437279,66.0,8.49,112.9
M002,2025-11-17 11:00:30.837984,98.0,8.16,252.0
M001,2025-11-17 11:00:36.567728,147.0,7.03,401.7
M000,2025-11-17 11:08:28.437279,61.0,8.72,107.5
M002,2025-11-17 11:15:30.837984,101.0,7.9,249.0
M001,2025-11-17 11:15:36.567728,162.0,7.19,399.5
M000,2025-11-17 11:23:28.437279,61.0,8.8,109.0
M002,2025-11-17 11:30:30.837984,104.0,7.95,249.7
M001,2025-11-17 11:30:36.567728,,7.16,401.1
M000,2025-11-17 11:38:28.437279,79.0,8.73,112.6
M002,2025-11-17 11:45:30.837984,96.0,8.21,251.3
M001,2025-11-17 11:45:36.567728,163.0,6.95,400.3
M000,2025-11-17 11:53:28.437279,63.0,8.11,106.9
M002,2025-11-17 12:00:30.837984,104.0,7.97,247.7
M001,2025-11-17 12:00:36.567728,144.0,6.91,400.3
M000,2025-11-17 12:08:28.437279,68.0,8.3,108.8
M002,2025-11-17 12:15:30.837984,101.0,8.36,248.9
M001,2025-11-17 12:15:36.567728,178.0,6.95,396.8
M000,2025-11-17 12:23:28.437279,56.0,8.64,109.2
M002,2025-11-17 12:30:30.837984,,8.03,248.8
M001,2025-11-17 12:30:36.567728,161.0,7.26,396.7
M000,2025-11-17 12:38:28.437279,68.0,8.75,109.4
M002,2025-11-17 12:45:30.837984,100.0,8.02,250.9
M001,2025-11-17 12:45:36.567728,169.0,7.25,401.6
M000,2025-11-17 12:53:28.437279,67.0,8.57,108.7
M002,2025-11-17 13:00:30.837984,100.0,7.77,254.0
M001,2025-11-17 13:00:36.567728,148.0,7.26,399.4
M000,2025-11-17 13:08:28.437279,76.0,8.84,108.5
M002,2025-11-17 13:15:30.837984,100.0,8.29,248.6
M001,2025-11-17 13:15:36.567728,170.0,,397.9
M000,2025-11-17 13:23:28.437279,58.0,8.54,108.3
M002,2025-11-17 13:30:30.837984,106.0,8.22,246.9
M001,2025-11-17 13:30:36.567728,171.0,7.32,400.5
M000,2025-11-17 13:38:28.437279,,8.31,109.1
M002,2025-11-17 13:45:30.837984,98.0,8.08,250.6
M001,2025-11-17 13:45:36.567728,193.0,7.22,397.7
M000,2025-11-17 13:53:28.437279,59.0,8.81,112.8
M002,2025-11-17 14:00:30.837984,83.0,8.21,249.7
M001,2025-11-17 14:00:36.567728,163.0,7.0,403.5
M000,2025-11-17 14:08:28.437279,71.0,8.81,111.5
M002,2025-11-17 14:15:30.837984,,8.06,250.7
M001,2025-11-17 14:15:36.567728,154.0,6.98,398.9
M000,2025-11-17 14:23:28.437279,71.0,8.67,110.3
M002,2025-11-17 14:30:30.837984,105.0,,250.7
M001,2025-11-17 14:30:36.567728,150.0,6.93,
M000,2025-11-17 14:38:28.437279,74.0,8.06,111.6
M002,2025-11-17 14:45:30.837984,,8.35,250.8
M001,2025-11-17 14:45:36.567728,167.0,7.22,399.2
M000,2025-11-17 14:53:28.437279,72.0,8.66,111.4
M002,2025-11-17 15:00:30.837984,99.0,,251.4
M001,2025-11-17 15:00:36.567728,157.0,7.39,399.3
M000,2025-11-17 15:08:28.437279,65.0,,112.1
M002,2025-11-17 15:15:30.837984,103.0,8.26,247.8
M001,2025-11-17 15:15:36.567728,153.0,7.29,400.7
M000,2025-11-17 15:23:28.437279,73.0,8.86,110.4
M002,2025-11-17 15:30:30.837984,99.0,8.09,249.5
M001,2025-11-17 15:30:36.567728,,6.94,399.9
M000,2025-11-17 15:38:28.437279,69.0,8.4,111.9
M002,2025-11-17 15:45:30.837984,98.0,7.77,247.0
M001,2025-11-17 15:45:36.567728,164.0,6.75,399.1
M000,2025-11-17 15:53:28.437279,73.0,,108.8
M002,2025-11-17 16:00:30.837984,93.0,8.05,249.1
M001,2025-11-17 16:00:36.567728,171.0,,398.5
M000,2025-11-17 16:08:28.437279,63.0,8.98,
M002,2025-11-17 16:15:30.837984,95.0,7.87,251.2
M001,2025-11-17 16:15:36.567728,166.0,7.13,401.3
M000,2025-11-17 16:23:28.437279,71.0,8.59,112.5
M002,2025-11-17 16:30:30.837984,99.0,8.44,248.3
M001,2025-11-17 16:30:36.567728,,7.23,399.2
M000,2025-11-17 16:38:28.437279,60.0,8.65,111.3
M002,2025-11-17 16:45:30.837984,92.0,7.96,250.3
M001,2025-11-17 16:45:36.567728,158.0,6.73,401.6
M000,2025-11-17 16:53:28.437279,,9.02,110.7
M002,2025-11-17 17:00:30.837984,94.0,7.83,251.0
M001,2025-11-17 17:00:36.567728,162.0,,399.9
M000,2025-11-17 17:08:28.437279,63.0,8.84,112.5
M002,2025-11-17 17:15:30.837984,91.0,,248.8
M001,2025-11-17 17:15:36.567728,159.0,7.17,398.5
M000,2025-11-17 17:23:28.437279,,8.41,108.0
M002,2025-11-17 17:30:30.837984,112.0,8.46,251.0
M001,2025-11-17 17:30:36.567728,159.0,7.0,400.9
M000,2025-11-17 17:38:28.437279,65.0,8.72,111.6
M002,2025-11-17 17:45:30.837984,87.0,7.9,248.8
M001,2025-11-17 17:45:36.567728,147.0,6.98,401.0
M000,2025-11-17 17:53:28.437279,70.0,9.07,108.2
M002,2025-11-17 18:00:30.837984,98.0,8.03,248.9
M001,2025-11-17 18:00:36.567728,,6.86,401.3
M000,2025-11-17 18:08:28.437279,72.0,9.08,111.0
M002,2025-11-17 18:15:30.837984,93.0,7.99,251.2
M001,2025-11-17 18:15:36.567728,149.0,,403.3
M000,2025-11-17 18:23:28.437279,61.0,8.56,111.3
M002,2025-11-17 18:30:30.837984,98.0,7.92,249.2
M001,2025-11-17 18:30:36.567728,154.0,7.02,400.2
M000,2025-11-17 18:38:28.437279,62.0,8.63,108.3
M002,2025-11-17 18:45:30.837984,90.0,7.92,250.8
M001,2025-11-17 18:45:36.567728,151.0,,401.0
M000,2025-11-17 18:53:28.437279,61.0,9.14,110.1
M002,2025-11-17 19:00:30.837984,94.0,,248.7
M001,2025-11-17 19:00:36.567728,164.0,7.13,398.3
M002,2025-11-17 19:15:30.837984,95.0,8.06,250.6
M001,2025-11-17 19:15:36.567728,171.0,7.1,396.8
M002,2025-11-17 19:30:30.837984,,7.98,248.4
M001,2025-11-17 19:30:36.567728,,7.0,400.7
M002,2025-11-17 19:45:30.837984,99.0,8.12,249.3
M001,2025-11-17 19:45:36.567728,164.0,6.77,399.0
M002,2025-11-17 20:00:30.837984,92.0,7.81,251.4
M001,2025-11-17 20:00:36.567728,156.0,7.24,402.7
M002,2025-11-17 20:15:30.837984,93.0,8.14,250.1
M001,2025-11-17 20:15:36.567728,153.0,6.85,
M002,2025-11-17 20:30:30.837984,95.0,8.16,251.8
M001,2025-11-17 20:30:36.567728,,6.92,398.5
M002,2025-11-17 20:45:30.837984,98.0,7.9,248.4
M001,2025-11-17 20:45:36.567728,,6.96,400.9
M002,2025-11-17 21:00:30.837984,89.0,7.92,251.0
M001,2025-11-17 21:00:36.567728,162.0,7.06,399.0
M002,2025-11-17 21:15:30.837984,104.0,8.2,249.7
M001,2025-11-17 21:15:36.567728,167.0,7.22,399.1
M002,2025-11-17 21:30:30.837984,88.0,7.8,
M001,2025-11-17 21:30:36.567728,169.0,7.19,398.5
M002,2025-11-17 21:45:30.837984,96.0,8.37,249.7
M001,2025-11-17 21:45:36.567728,150.0,7.06,400.0
M002,2025-11-17 22:00:30.837984,89.0,7.86,251.5
M001,2025-11-17 22:00:36.567728,149.0,6.95,399.6
M000,2025-11-17 22:13:30.667855,144.0,7.11,248.5
M002,2025-11-17 22:15:30.837984,100.0,8.26,250.1
M001,2025-11-17 22:15:36.567728,154.0,7.3,398.3
M000,2025-11-17 22:28:30.667855,148.0,6.79,249.1
M002,2025-11-17 22:30:30.837984,,7.68,246.8
M001,2025-11-17 22:30:36.567728,147.0,7.28,400.2
